userId,movieId,rating
344,268238,0.6
60,3981,2.0
135,19,1.7
646,14778,0.1
398,3093,2.3
265,57212,4.2
552,14757,5.0
189,20,4.7
483,10642,3.4
622,703,0.8
251,186,3.9
681,10183,1.4
273,23048,4.1
201,16866,4.3
140,90369,4.6
415,10047,0.4
397,25786,1.9
821,10312,3.1
573,51130,0.3
375,118340,1.8
153,28580,1.2
456,11322,3.0
457,245700,1.5
86,259694,0.8
41,13150,3.5
237,88005,0.5
730,10571,1.1
622,10923,0.2
285,19457,0.0
494,66942,4.8
497,4515,0.9
868,10366,4.0
815,22825,0.1
230,378237,3.8
737,57294,0.4
570,116584,4.0
553,225235,1.7
489,10866,0.6
671,1717,3.3
754,1635,3.5
766,298,1.4
476,15670,4.7
706,10643,0.9
679,10480,2.0
898,7364,1.1
731,13495,0.4
836,157547,2.4
636,15268,1.1
208,71552,2.5
300,22007,1.8
326,43347,4.9
260,2008,4.3
26,10061,1.4
479,14709,3.7
472,13053,3.6
473,18065,2.7
498,12703,4.7
293,8386,3.4
973,17908,3.0
638,12410,4.0
611,783,0.9
9,79316,2.3
724,36584,2.3
87,352978,1.4
437,9655,0.0
740,260778,2.3
958,13768,0.4
933,11565,3.0
275,10743,0.4
486,11024,4.0
659,3594,3.5
582,208869,4.4
292,76163,4.4
783,57825,3.5
355,4248,0.4
67,42297,3.5
286,14799,3.0
38,315011,1.6
263,5176,2.6
611,82631,1.1
245,93456,1.4
877,250066,0.6
259,11199,0.4
619,64686,2.4
96,8922,5.0
223,378237,1.0
66,245700,1.7
928,14846,4.3
182,310933,3.4
362,49017,3.9
243,8355,3.1
951,342521,3.1
277,84401,1.4
785,300706,4.2
611,622,3.0
291,10384,3.6
898,44944,0.2
618,44833,3.9
127,1273,1.6
605,13536,0.4
113,22971,0.1
53,7874,4.7
605,181940,2.0
344,231576,4.1
55,11798,3.5
70,12569,3.5
402,10476,3.7
173,205321,1.8
91,42684,1.7
530,8272,2.0
768,5255,3.8
523,226458,1.9
601,252512,3.9
619,16363,4.6
983,8545,2.0
493,76492,4.7
237,8291,0.2
492,19933,2.9
245,76,4.3
267,11620,1.1
516,1551,2.1
852,3131,3.5
568,9725,2.9
570,43306,1.1
840,29371,0.2
560,18570,0.5
450,451,4.8
768,9034,1.0
32,1903,3.9
993,136835,2.5
71,26428,1.6
986,10468,1.1
470,3482,2.5
791,11798,0.7
558,11170,3.4
605,82990,4.0
677,8060,3.7
2,150211,3.5
940,6278,1.2
221,55123,0.1
574,16620,0.3
196,2140,3.2
513,9614,2.6
641,9433,1.0
197,11398,4.4
760,9092,2.4
519,87421,1.5
998,1578,3.8
548,8699,2.0
631,2080,1.5
509,124459,4.3
44,125123,0.4
588,138976,3.1
393,49524,3.5
34,1891,4.2
324,9449,0.9
242,19615,1.5
772,74643,0.3
660,38570,1.1
899,8842,1.2
506,310,2.3
943,244772,2.4
526,82532,3.6
978,39806,4.3
119,64682,3.3
974,755,0.9
701,158752,3.3
302,11162,1.7
865,3050,4.0
375,508,3.4
812,11025,1.4
497,50875,3.6
41,9918,1.5
641,294254,2.7
49,9286,1.2
831,14306,3.2
819,2755,1.8
776,34341,4.9
590,49950,2.3
340,2162,4.7
513,1578,0.2
255,3580,0.9
465,98357,2.6
213,38050,0.0
743,71864,2.3
888,10186,0.9
613,9782,3.3
788,11980,0.4
231,33542,2.2
150,286565,4.5
362,57158,2.8
793,10800,3.2
835,4232,4.2
258,45767,0.5
535,35791,0.9
322,205588,3.2
379,11258,3.1
592,49517,4.2
242,12412,3.9
51,52015,0.8
950,5966,4.9
639,137093,1.0
328,60599,1.4
138,9655,2.8
112,157841,0.3
989,91586,3.1
18,37495,4.3
741,76338,3.2
596,252,1.1
366,7979,0.8
542,335244,3.7
474,37786,2.1
335,158011,4.7
637,342502,5.0
910,2057,3.0
114,43935,0.1
154,287424,0.9
432,46528,1.0
551,9471,4.1
197,14369,2.9
429,409,2.6
729,320435,0.3
708,431,2.5
419,25195,2.8
699,8204,1.0
270,9671,4.9
430,21413,1.7
158,10156,3.2
260,211557,2.2
806,943,3.4
826,10743,3.5
117,13820,4.4
280,9946,2.5
810,156022,1.3
883,2059,4.2
517,10802,2.5
9,10646,4.2
541,12090,4.2
360,20766,0.7
479,744,4.1
181,11382,4.3
786,11176,0.1
91,702,3.2
882,96399,2.8
818,10159,3.7
860,1831,2.2
554,11983,2.9
715,34341,0.3
771,321258,2.0
452,385736,1.4
798,11287,1.7
181,38365,4.2
240,8780,1.7
890,1844,2.9
383,290391,3.7
848,9709,0.2
637,22051,2.8
556,136795,0.9
221,802,3.9
108,224141,0.6
365,1687,4.8
247,9574,3.1
826,23049,1.5
101,1639,1.0
197,261023,1.7
87,9400,3.0
581,9655,0.4
421,13223,2.1
104,13685,1.2
716,10179,1.8
541,11260,4.0
26,157847,4.1
215,11622,4.6
968,8669,1.7
209,14137,3.8
757,209274,1.1
624,172385,4.4
722,4964,0.3
307,9208,4.7
999,176,1.0
491,10281,1.8
151,112949,3.0
113,16186,1.6
899,9030,2.2
586,13820,4.7
169,535,4.7
857,1934,5.0
925,8913,3.5
808,159037,3.8
918,44754,4.3
325,9350,4.3
432,10426,4.4
549,27995,4.3
904,186,3.6
455,1961,4.2
306,9331,4.0
297,12096,0.7
890,76649,0.6
458,11358,2.4
787,8885,3.8
7,698,0.8
801,10623,1.5
997,33909,0.9
207,14869,2.2
316,226857,1.5
890,11983,0.3
897,55,1.4
30,16651,0.2
313,4566,4.4
940,293660,2.3
468,42151,1.4
738,10115,2.3
352,301351,0.2
90,192577,3.2
961,1378,3.0
659,9384,1.7
369,328387,0.1
252,32275,0.6
128,10483,2.2
387,16096,3.4
635,38780,3.1
290,16205,4.2
57,73,0.1
889,322194,0.2
178,2157,0.8
824,6106,3.2
123,49520,2.3
246,12634,1.8
700,766,1.7
359,102899,1.1
338,13053,4.1
35,201088,1.4
183,322194,0.5
934,18191,0.1
983,11013,1.0
605,6023,2.1
939,9709,1.2
627,13150,4.9
99,326576,3.8
258,252512,0.7
563,51130,3.7
97,8838,1.0
614,2309,4.3
276,67238,2.6
329,15582,2.1
85,27380,0.9
30,76758,1.4
430,22538,4.4
756,370464,3.3
144,88641,1.2
299,146882,1.4
443,4638,2.8
688,173,0.9
364,57825,2.8
78,23742,1.6
559,181330,1.8
983,15067,3.9
70,15373,1.6
931,1956,3.0
782,8976,0.5
246,7942,3.9
639,2268,2.7
284,18442,4.0
868,245700,1.7
926,2639,2.7
959,4638,1.5
377,22825,3.2
8,10152,2.2
633,3766,3.9
225,251,4.2
635,13250,0.2
770,18065,3.8
516,84401,2.4
771,11478,2.5
616,33909,1.6
736,49478,2.7
231,2034,0.9
319,147773,0.0
449,11132,1.8
461,5559,0.8
674,88751,4.8
261,16690,1.0
102,2119,2.2
982,51942,2.5
178,74643,2.7
207,90414,1.4
536,192132,1.0
283,239566,0.7
114,9655,4.3
196,6016,3.4
656,202575,4.9
572,10877,0.6
251,36586,4.7
96,27322,0.9
1000,411,4.7
867,630,1.4
904,10073,4.1
565,9631,2.2
72,44490,0.6
875,290555,0.8
756,9408,1.7
765,188161,1.2
353,219716,3.8
99,25428,1.6
94,24663,2.7
597,5255,0.8
804,11586,3.5
630,13197,4.8
361,72086,1.7
277,49018,1.2
101,244316,4.0
988,49017,4.5
821,141,4.7
844,153,0.2
908,208763,0.9
869,1245,1.3
320,21014,4.3
572,16784,3.1
592,11478,1.8
41,14392,0.2
991,184345,2.8
294,51052,4.7
339,74510,0.5
176,121986,2.2
200,272724,2.1
990,165864,1.5
197,700,3.2
284,193,0.0
737,1646,2.1
267,205584,3.6
468,10461,1.4
936,10480,4.9
973,2288,2.9
494,215918,2.0
970,17710,4.3
161,354110,0.9
716,7870,2.8
875,4816,4.5
100,13405,2.7
627,11219,1.8
31,262543,4.7
747,308529,1.2
863,9693,3.2
943,8046,1.4
307,21338,2.9
617,404,0.7
408,8838,2.9
835,26171,3.5
892,20694,0.4
276,79698,0.8
347,1931,1.1
836,7191,0.1
303,15049,0.1
326,29514,3.2
325,40185,2.4
390,274,1.6
85,73567,4.0
336,10658,1.5
248,2642,2.7
953,68728,0.6
53,11889,1.1
255,78307,4.3
63,7978,0.2
729,14873,2.2
683,17339,3.0
33,46256,0.4
177,31005,0.3
736,14635,2.1
517,32456,0.1
511,35690,1.6
244,10048,0.3
425,40862,0.5
4,11688,2.3
685,3078,3.1
295,13201,1.3
955,4032,3.9
420,12113,2.8
186,10320,1.2
737,12634,3.1
237,18892,4.8
232,66942,1.4
78,1590,0.9
75,84318,1.8
677,10678,0.4
854,3059,1.2
504,2636,1.0
430,24363,0.8
491,277216,2.6
160,13996,1.1
877,13824,3.8
728,43949,0.1
755,200505,3.3
164,219716,1.3
557,256924,1.9
890,38317,4.8
878,1687,3.9
707,105,3.0
208,20533,2.3
214,11648,4.1
511,11661,4.7
799,10930,2.0
206,11620,0.8
868,66468,4.7
136,166424,0.5
166,351819,2.5
543,10185,2.8
587,13673,2.2
510,286939,0.7
70,14624,1.2
346,11615,4.1
1,228205,1.4
608,13600,4.8
412,114150,2.3
964,325123,2.4
318,75986,0.7
204,146227,1.2
793,9526,1.8
224,11975,1.2
204,14048,1.4
388,27995,2.7
141,168027,4.6
654,7446,0.3
885,209274,4.2
279,6016,1.6
946,9378,2.6
514,37056,1.3
929,20761,4.6
256,82702,4.8
944,203,0.0
998,56601,0.1
499,42819,1.1
896,10196,1.0
679,12637,1.0
19,12246,2.1
774,16620,0.6
833,11889,0.6
68,11817,2.8
754,3179,4.4
70,11889,3.9
688,10774,1.7
333,380733,0.9
933,146269,1.0
352,49040,3.6
496,25196,0.8
221,9726,1.8
139,13053,0.4
941,24973,1.5
297,10362,4.0
759,164558,1.6
143,8984,2.8
153,9515,4.7
579,1579,1.8
113,436,1.5
430,21283,5.0
129,293660,4.0
57,266102,2.0
216,1832,0.1
64,8963,4.3
545,2493,2.2
25,1597,0.6
300,10330,0.6
420,9645,1.9
821,256092,1.0
742,147767,0.4
479,293863,1.8
858,9729,1.0
407,8077,4.3
17,89492,3.9
689,907,4.5
371,5559,3.6
677,73247,4.9
187,46435,1.1
693,15581,2.0
496,12160,1.9
737,308529,0.6
4,75780,0.3
691,2114,1.0
461,11199,1.8
333,49526,3.5
684,24126,2.3
636,1546,3.7
816,11676,2.9
609,89708,1.0
675,11516,1.6
714,106845,4.2
818,13785,1.5
299,8869,0.2
558,335874,1.0
830,25784,0.9
159,287424,4.0
222,16869,1.6
559,3638,0.8
670,15797,2.1
749,16281,2.4
676,118612,0.3
224,244786,1.1
46,9593,2.3
516,44990,3.1
632,14292,3.9
416,271969,3.9
386,120467,4.8
791,16866,1.2
485,48340,0.1
91,479,0.5
945,318846,0.5
629,21512,2.0
739,37985,0.5
558,18147,3.3
658,10994,3.9
696,313922,2.6
36,75612,2.1
830,9737,3.1
567,42819,2.2
742,25786,4.7
238,2255,2.9
940,230266,3.5
961,210577,1.1
31,587,1.8
364,18475,1.2
312,72913,0.9
55,381902,1.0
919,36668,1.1
49,77877,2.9
809,51130,1.8
245,14652,0.1
275,18501,4.7
998,356216,3.1
193,23618,0.3
787,24264,4.3
842,1988,0.8
180,10629,0.1
31,68812,2.5
358,433,0.8
285,3595,3.3
968,5759,1.0
983,13807,0.3
428,62116,0.8
273,186935,2.0
303,242095,4.8
857,9275,4.4
587,1824,1.0
958,16869,1.6
768,41823,4.9
437,226458,2.6
369,44857,0.0
417,62676,2.3
362,1452,0.6
275,298312,1.1
977,12618,4.5
645,339984,4.4
545,27585,0.1
856,10610,0.4
193,10878,0.8
469,11313,1.1
834,283671,0.4
69,1585,1.3
550,116149,4.0
189,33909,0.2
362,11820,0.1
284,26486,1.4
148,17134,0.0
720,85350,0.1
563,10664,1.8
367,524,2.2
315,27360,4.2
589,22954,1.1
890,2133,4.2
700,24227,4.9
358,956,1.8
189,426469,1.0
357,8871,1.0
491,9029,3.2
731,3089,3.6
216,10994,4.7
439,17043,2.4
657,380,0.6
285,10873,3.8
430,24266,0.3
328,8367,0.5
842,11661,2.0
370,10353,2.9
419,15028,3.2
221,9026,1.4
265,9488,0.1
303,185465,1.2
357,10040,0.6
204,8618,4.2
534,593,3.9
653,294254,2.8
600,679,0.0
264,10590,2.2
129,138843,1.8
56,9472,1.7
455,45243,2.5
498,37821,2.8
874,5708,0.7
162,98549,4.8
35,13950,1.9
703,9087,3.6
848,12079,0.6
920,9444,2.5
176,2895,3.5
179,253253,0.8
793,33106,0.1
181,4248,0.6
350,228150,4.3
356,11688,1.7
97,39141,3.8
225,10054,3.7
859,2252,4.9
552,77883,1.0
126,14295,1.2
674,26022,2.2
825,31535,4.2
125,280,0.8
143,1813,0.5
670,54518,0.9
784,52520,0.4
935,10013,1.1
202,9013,1.8
601,7863,2.0
459,11370,2.3
367,72914,2.2
587,188161,4.1
35,10890,3.4
189,12618,5.0
541,9344,0.7
907,356841,2.2
45,9425,2.4
451,12155,2.8
955,323270,2.8
873,69640,1.0
950,10637,4.9
983,36739,5.0
809,16096,2.3
875,62204,3.0
257,12109,1.0
605,49520,2.2
915,28580,0.8
220,1933,3.6
564,105,1.3
765,254472,4.2
773,2786,3.8
417,142,0.6
644,82505,3.3
550,43434,0.9
757,6968,1.4
78,84188,4.8
2,16690,2.7
95,37686,1.7
213,7515,4.5
101,18240,1.4
711,109443,0.8
408,7512,3.5
380,2118,1.1
948,9798,4.2
24,11495,4.8
753,309503,3.6
760,140823,3.8
707,14271,3.1
811,10705,2.8
161,198663,0.5
131,10925,2.9
677,10774,1.5
92,12535,0.4
843,67911,2.8
468,42819,2.0
187,346081,1.2
646,18045,3.6
382,144336,2.7
445,164457,0.6
114,314,3.7
379,69,1.9
841,22803,0.9
150,15239,1.8
829,58492,2.2
372,11298,3.0
553,259693,4.1
836,20697,4.5
330,2621,4.6
322,1639,4.1
447,62676,4.1
561,26916,1.6
880,81220,0.5
151,10045,1.9
849,10735,4.5
804,76489,0.0
365,11892,0.4
171,9355,4.4
91,11624,2.4
693,10708,3.4
319,34697,0.4
107,522,4.8
560,10642,1.4
249,23398,2.4
671,52449,2.2
409,168530,0.1
112,8265,3.8
1,16323,0.5
736,62206,3.5
928,8835,3.9
732,14578,2.9
635,21801,1.8
913,9383,4.6
763,57943,1.2
983,36355,3.2
924,18191,4.0
266,62764,3.2
15,55604,4.9
762,9836,4.6
434,24150,1.2
592,1831,0.9
102,14358,3.9
101,699,2.7
248,10999,1.6
708,12690,3.6
418,13496,1.6
289,14577,1.2
368,8011,0.3
686,10982,1.3
454,25066,3.5
921,158752,4.3
98,2539,3.0
175,184345,1.4
298,110402,1.4
3,9900,0.7
66,2621,1.3
59,8587,1.5
14,227,4.2
35,15122,3.0
483,14834,1.0
898,692,0.6
730,45145,2.3
709,1588,3.1
91,253331,2.9
28,15489,0.5
253,9900,0.8
588,12142,1.6
208,47890,0.8
159,5174,4.3
5,55123,3.8
106,2112,3.3
185,13184,1.6
172,11321,3.4
62,46889,0.6
209,9303,0.7
376,8090,3.6
29,8963,1.2
803,8656,2.4
463,68924,2.9
839,57212,2.8
47,1487,1.6
159,12403,4.4
384,411,4.7
729,169917,0.1
540,43743,4.0
495,44562,4.2
378,187017,2.2
802,14299,2.8
505,45791,0.7
67,3028,0.3
549,82654,1.0
173,11282,0.5
559,15699,1.5
106,20296,1.2
609,13836,3.5
36,7301,1.2
320,10743,1.5
161,45317,1.3
39,196,5.0
523,9760,3.1
659,132344,3.2
819,1090,3.7
806,347548,3.8
942,4512,0.8
513,7859,3.0
642,35019,0.7
175,70,4.4
86,48340,1.1
56,214756,3.9
212,9731,4.8
609,957,5.0
402,13156,0.9
701,252360,4.1
713,2024,4.5
492,10563,2.3
330,13909,2.2
718,65759,4.3
863,271331,2.4
108,84318,2.8
324,46738,4.2
545,2163,1.1
314,371085,1.5
551,90,1.1
410,55561,4.0
585,16288,3.1
584,68,2.1
388,24662,0.4
901,60307,0.8
429,259943,2.9
651,9614,4.5
130,39209,1.4
707,17577,1.5
800,38167,0.7
728,764,2.5
685,146198,4.4
78,146882,4.7
868,26320,0.2
930,44634,4.7
262,13092,1.2
726,57089,4.8
274,3933,3.3
973,15173,4.0
810,60422,3.5
682,10559,0.8
289,91721,4.6
471,227975,1.4
632,297621,2.5
396,23169,4.2
72,30082,3.9
862,62215,4.5
855,646,0.4
659,9570,0.9
737,24869,2.8
678,14849,0.9
637,10154,1.3
144,20322,4.7
836,321697,5.0
17,42497,1.7
484,6964,3.3
348,11891,1.7
848,44754,3.0
68,549,3.6
935,15875,4.7
211,39437,5.0
585,13948,3.3
434,55567,3.9
824,109491,1.2
737,1590,4.4
976,79,4.5
574,10066,2.8
32,10808,2.4
145,1250,2.2
234,62835,3.8
307,9313,1.0
659,18239,0.3
74,30973,2.6
485,364083,2.0
514,10330,2.8
162,13025,0.1
113,264999,0.2
154,9707,1.3
818,10557,4.7
1,9839,2.6
520,11908,3.9
116,13785,3.2
364,38415,2.5
575,53862,3.8
297,8470,2.7
284,9833,3.5
296,679,1.1
807,44562,4.0
943,172385,1.0
511,10090,2.2
211,283708,4.8
735,38940,2.1
116,26899,2.6
956,259693,3.2
629,13538,1.0
83,64688,1.9
246,232672,3.6
581,19908,1.4
602,10253,0.1
587,10758,0.7
890,193893,2.5
509,8818,2.1
668,21461,5.0
871,307081,2.4
738,23330,3.0
80,88751,1.9
241,10803,3.9
817,16643,1.7
47,657,1.3
783,176074,2.9
361,1831,3.0
168,577,4.0
168,9032,2.7
706,142132,2.5
987,582,3.4
863,91076,0.2
500,254473,4.5
291,43539,3.6
842,16340,4.7
448,21755,2.8
137,81220,3.2
531,601,0.5
333,9087,1.8
884,11858,3.4
22,39781,3.5
837,2119,4.8
619,658,4.1
682,12155,3.4
746,291805,3.0
85,168259,4.0
341,320435,1.0
795,23398,4.9
9,12690,0.1
757,14120,2.4
298,1891,2.9
960,10625,2.0
118,19908,1.7
244,24055,2.9
37,920,2.7
59,292,1.3
135,8292,4.3
342,17187,0.2
739,8326,4.4
470,105,4.9
521,33511,1.6
365,224569,0.1
159,1429,1.9
376,10771,4.8
242,49787,3.0
711,9428,3.8
877,9583,4.1
938,74084,3.2
611,6068,2.6
515,9400,2.8
955,36643,3.5
825,11137,4.4
53,26352,1.4
851,68718,3.4
388,10661,3.7
689,19848,4.3
598,12160,4.1
730,25132,3.9
871,11596,1.7
281,2294,0.4
676,9607,3.6
680,68,2.6
782,103620,2.5
199,82687,2.3
245,152737,1.5
33,5955,4.3
469,2110,0.9
888,205588,0.4
429,167,2.6
469,228967,2.1
118,285923,3.0
402,46838,1.1
82,38007,3.8
408,244786,1.9
840,14293,0.8
475,2074,1.3
319,109421,3.5
334,1645,1.7
16,9430,1.5
998,11977,0.9
870,219716,0.4
444,4442,1.5
473,16564,2.4
745,865,1.1
485,1895,3.4
800,62764,2.6
757,30128,4.5
117,584,0.9
508,49519,2.6
326,26710,0.4
432,11446,4.4
28,10956,2.7
402,3179,4.4
277,2977,0.7
238,10384,0.7
595,11446,1.4
465,76,2.4
108,161795,1.9
449,87818,0.2
791,224141,0.8
686,10068,3.3
220,813,3.3
461,1705,3.9
545,10623,4.8
840,10555,3.8
120,22267,4.6
35,256274,0.9
981,9566,0.8
494,8195,0.2
913,11588,4.4
507,10410,0.9
71,36970,2.1
391,31867,2.4
429,37985,4.4
741,272693,4.1
637,13198,0.6
178,163,2.6
618,7873,3.9
532,10135,1.6
503,44896,4.5
862,16155,1.0
40,43434,1.9
351,66,0.9
759,45958,2.7
876,28260,1.0
864,41730,3.3
256,16784,0.9
321,451,3.9
414,24418,0.9
847,181940,3.9
355,149,2.3
168,1487,2.9
546,1369,1.2
627,12429,2.5
308,78307,0.9
718,10153,4.7
364,209263,3.9
534,496,3.1
58,10550,2.0
536,31117,4.0
313,36593,1.2
291,17264,1.9
242,7461,2.6
795,14292,2.1
276,13537,0.0
576,10366,3.2
119,299553,3.7
315,124459,0.6
591,11382,2.5
148,32456,3.3
354,106646,2.1
301,692,2.7
85,244772,1.1
281,19495,0.5
133,10384,0.3
593,9718,4.3
352,70006,1.8
68,32395,3.2
372,242083,0.8
182,4584,1.1
595,391,1.5
959,296096,1.4
201,109445,3.3
743,9289,3.5
277,10740,1.8
451,297,3.3
22,411,0.1
632,562,1.6
802,41830,3.2
727,9362,0.8
605,224569,3.5
971,497,0.3
600,24363,3.4
436,41508,2.7
765,2900,2.0
916,358451,0.3
747,7501,3.5
433,87729,3.6
726,24432,1.2
824,47816,3.5
642,246655,4.3
768,30890,0.9
483,16,5.0
516,40428,4.9
125,10184,3.8
883,298312,3.0
963,59962,0.5
30,9361,3.8
281,10684,1.6
131,1272,0.9
625,106,0.4
327,34592,2.8
454,9099,1.1
203,10861,3.0
570,1656,3.9
201,22007,0.9
87,129,3.8
537,14655,2.7
855,10034,0.6
946,152532,1.0
139,96721,3.6
262,17994,3.3
65,10708,3.6
382,92635,3.7
387,10890,2.7
203,75900,1.4
242,177572,0.7
328,13184,2.7
7,2290,1.7
111,61012,0.9
218,24985,1.9
845,11688,1.0
340,709,1.8
168,188161,0.1
626,16072,3.3
234,44826,2.8
712,314365,3.3
262,10603,3.3
465,63287,2.3
239,49040,2.3
701,21765,1.0
130,23570,0.2
493,12220,0.6
118,168672,2.5
697,370980,0.1
822,13673,4.4
29,44833,3.7
45,76170,2.7
868,10199,1.4
215,36047,2.9
196,1272,3.0
310,157353,4.4
893,14758,4.0
650,59930,2.1
971,453,3.1
340,8409,4.7
130,8046,1.7
693,192102,3.0
646,951,1.9
48,6278,0.3
634,331592,4.7
570,1590,4.9
186,8408,0.2
335,73937,2.4
345,46146,2.6
180,10895,0.9
308,8545,1.6
73,57201,2.7
235,375950,2.9
121,9930,4.8
946,27023,2.3
698,329540,4.2
822,48572,3.9
149,42684,2.6
323,3597,1.0
699,12797,1.6
393,13006,1.5
356,5072,1.8
315,433,2.0
583,2610,3.0
484,176,4.3
946,84184,3.3
656,59967,4.4
447,26171,3.9
643,1656,3.6
725,10390,4.3
773,184315,4.5
919,947,4.4
439,27578,4.8
492,42188,0.1
577,116613,0.2
359,12658,4.3
700,294272,1.8
856,222649,1.9
719,86304,4.1
29,41894,0.1
171,28580,3.4
967,279759,4.0
107,8838,4.5
692,9007,0.1
1000,1427,0.4
872,433,4.6
756,52067,1.3
836,57431,2.3
736,5550,3.0
922,15647,3.2
804,25132,0.8
611,3040,2.8
498,1408,2.9
637,76489,3.1
328,137,4.5
393,9662,4.8
890,11113,4.7
930,205584,3.7
726,10238,0.4
282,14574,4.0
335,134371,2.4
911,10873,3.9
561,66767,0.9
616,194,3.4
94,255343,4.4
996,1430,1.7
437,9672,3.9
16,801,2.8
293,14358,1.6
612,9513,4.0
413,667,2.8
873,43213,3.0
16,283445,3.0
952,13092,0.3
469,272724,2.4
687,10034,2.5
452,78,2.0
745,29996,4.8
600,84200,1.4
808,23172,0.6
562,10585,4.0
755,10066,3.1
32,26389,3.3
722,55787,4.7
26,1901,2.2
863,522,3.7
59,72358,4.3
277,9342,4.6
68,283671,3.7
477,13476,0.8
984,81390,1.0
254,198370,2.8
891,227975,0.1
403,54054,1.9
96,26466,1.1
475,216282,0.6
106,40264,2.2
251,30497,0.4
433,261,5.0
149,208134,0.1
723,10632,0.3
218,106,1.0
650,45612,4.5
268,365222,4.9
545,31175,2.5
647,2105,4.9
298,192577,3.4
212,206213,2.3
502,73981,0.2
174,13159,0.6
348,772,4.4
341,358451,2.0
827,77174,4.1
763,9549,3.5
929,14451,1.2
492,1562,2.8
217,9313,3.2
115,2122,1.2
180,216015,2.5
327,89750,2.4
382,76726,2.4
20,43931,3.5
143,10786,4.7
379,9042,1.3
886,9096,3.6
247,68737,4.5
987,84175,3.8
138,10996,1.0
492,18828,3.4
808,10368,0.0
864,278,3.0
78,15198,0.4
601,9656,4.0
70,14034,1.1
507,82507,0.5
809,67238,1.6
968,77495,3.1
391,12610,3.5
554,256917,4.0
427,13374,4.5
388,228150,1.9
638,15092,4.1
446,13751,1.0
790,22824,0.1
455,1690,4.8
235,11129,2.7
769,1956,1.5
854,26618,2.8
441,10762,3.8
179,10929,0.8
237,260947,4.2
574,14033,0.0
54,9884,3.7
212,50646,0.7
187,11509,2.3
460,98557,4.5
432,13025,0.1
133,24420,2.8
771,68818,0.5
140,65055,1.3
779,1452,4.4
607,8247,4.1
479,10096,2.6
95,194662,2.0
907,27549,1.0
90,44638,0.0
458,10985,1.6
986,31908,1.3
320,12771,2.0
778,11561,1.9
526,20526,3.1
357,100275,4.3
868,87825,2.9
747,283384,4.3
628,59860,4.5
900,89750,1.8
937,8487,1.6
104,10199,3.5
141,101173,0.7
487,10999,2.5
445,4515,1.8
491,9655,0.0
667,12142,3.7
569,13649,1.1
462,157386,1.5
654,9487,4.4
351,657,2.3
258,116745,3.8
680,49529,1.6
